,business_id,stars,positive_count,negative_count,sentiment_score_%,keyword,group
82,Y57sylYCgq2VQJuBCnjPfA,4.0,27,0,100.0,drink,drink
83,YiSr-W5BBX6uXnhWPxk82Q,4.0,13,0,100.0,drink,drink
84,ZKi4F9BlA46rLvLyeIE3VA,3.5,2,0,100.0,drink,drink
85,_P-0kP5DboEd5p0OqDorFA,4.5,3,0,100.0,drink,drink
86,_dNk5IpkVVyN2nWMXTA2eA,4.5,1,0,100.0,drink,drink
87,apmw_lkLdwWbeYiI9ysdJg,4.5,33,0,100.0,drink,drink
88,b5hxsRw76UUXcotxlCipuQ,3.5,15,1,93.75,drink,drink
89,c-W17u2jiFOD2H_d6uo-bQ,4.5,5,0,100.0,drink,drink
90,cAbdvzqtFLaAAMFIyPf2AA,4.0,23,3,88.46153846153847,drink,drink
91,cQDwJjslebJv5Co7gCm2Yw,4.0,0,0,100.0,drink,drink
92,c_a38vt6v2tRq-VjdTZHZw,4.0,2,0,100.0,drink,drink
93,cyaDjqjhtRbpd5Og5dFoZg,2.5,1,0,100.0,drink,drink
94,d0E938M2_4kcuULUdnj-Xw,4.5,6,0,100.0,drink,drink
95,df_UStxBFDYNSd-ngoR1-w,4.5,0,0,100.0,drink,drink
96,dutm97q2F4a6RV6YQ0uLHw,5.0,3,0,100.0,drink,drink
97,e76uCbhmK8oqAtYAkxB2Qg,4.5,3,0,100.0,drink,drink
98,eHRzuUXA2jrR99ecioWU4g,3.5,11,0,100.0,drink,drink
99,eL4lyE7LNoXEMvpcJ8WNVw,4.0,2,1,66.66666666666667,drink,drink
100,eX7o_-s5TmDT-DMfTV4cmw,4.0,16,1,94.11764705882354,drink,drink
101,fO89arPgWzq_1YYQYLS4Yw,4.5,1,0,100.0,drink,drink
102,fiQxkb1pfPpvrr0oYYYBcA,5.0,2,0,100.0,drink,drink
103,fnGZspqyamRremXor0sAyg,4.0,0,0,,drink,drink
104,fqStx0SvwMFChX_HIdUeEQ,4.0,7,0,100.0,drink,drink
105,g0lCOgLkkByZrhmwYzP5KA,4.5,16,0,100.0,drink,drink
106,g6VJ6y-AzDGQy0Gj91UvUw,4.0,5,0,100.0,drink,drink
107,gLNf3zUydIKc_cvUll-6gw,5.0,0,0,100.0,drink,drink
108,gYrHa4CckDjgOQc5B-yTKA,4.0,28,2,93.33333333333331,drink,drink
109,gdEZfd6RFXYmmXX71RDvbA,4.5,2,0,100.0,drink,drink
110,gkqfm6mTim9Rwopwjayc8w,5.0,0,0,97.14285714285714,drink,drink
111,iBBV8vesQ8fo2IQA7an1JA,4.0,8,0,100.0,drink,drink
112,iBTc6XKgW5HESEZIii-G4g,4.5,1,0,100.0,drink,drink
113,ixROUxJqrczeYUT0z0MCHg,5.0,1,0,100.0,drink,drink
114,j1yb8y-jFwpG_hW9AH3PrQ,5.0,6,0,100.0,drink,drink
115,j8c8WFqySY1eybnkJfgjSg,4.0,0,0,100.0,drink,drink
116,jKocMyXjEqgb9dL9S5vrEA,4.0,15,0,100.0,drink,drink
117,jMlE4wvspc0J-oN-SYUjQw,4.5,16,0,100.0,drink,drink
118,j_m8zce-jSRQn5JmC633GQ,4.5,123,2,98.4,drink,drink
119,jfRq1KtjEGyPoMo9HZVw2Q,3.5,2,1,66.66666666666667,drink,drink
120,kBqyg_L_Xn9jQTCHYODbRg,5.0,3,0,100.0,drink,drink
121,krTxH1a9kzWgwvt3PVH8pQ,4.5,3,0,100.0,drink,drink
122,kwqXOtLCbNjgvwuMj4H1AQ,4.5,2,0,100.0,drink,drink
123,kwtKZ3fzM5jlR8Z7KIA17g,5.0,9,0,100.0,drink,drink
124,l6rgXoUfz4Wh_lAGxDiNaA,5.0,0,0,100.0,drink,drink
125,m4xrhESFLaA7PiddXeg2aw,3.5,3,0,100.0,drink,drink
126,nhOMsw22-rz9kXSKwBZYAQ,4.0,11,0,100.0,drink,drink
127,o4IiNbNybcy-L4vzTSoDJw,4.0,15,0,100.0,drink,drink
128,oGDGlUbOjHxmmCh8ZYcDCg,4.0,72,5,93.50649350649353,drink,drink
129,oTcezJoCe30NrwiNFsoLXQ,4.5,2,0,100.0,drink,drink
130,oinV9xrSkR3b_T8sK1nsqg,3.5,4,0,100.0,drink,drink
131,omnCKxL0f_akh0eYeJxjDg,4.0,76,2,97.43589743589745,drink,drink
132,pKSB4wXLiS8rd1cAEgD8oA,4.5,36,2,94.73684210526316,drink,drink
133,pQh2GzkAnbLKiDqEpxcylQ,5.0,0,0,100.0,drink,drink
134,pqF3WkYktbR28uk2PSR7Rg,4.0,43,1,97.72727272727272,drink,drink
135,q-1ICFSqs2MwDGfe5tX-SQ,4.0,8,0,100.0,drink,drink
136,q75UQjNm6AEK4XNnkDLxTQ,4.0,17,2,89.47368421052632,drink,drink
137,qUyU8Amr1NjuE3TBFs2n4A,5.0,0,0,100.0,drink,drink
138,qVitsouI4aBiYx1_Fjn0Pg,4.0,24,0,100.0,drink,drink
139,r2IhvKZQ_wLR5mLBnPOilg,4.5,52,1,98.1132075471698,drink,drink
140,s-iUpeKVCuPd5m4OJ3HixQ,4.0,18,0,100.0,drink,drink
141,sZHLbLnw1vwHF1xDzuV1iw,4.5,0,0,100.0,drink,drink
142,sj2o49ZCq2iJlZxDNrHDaA,4.5,3,0,100.0,drink,drink
143,sjWf71VmU5HIwqX8RGCLJw,4.5,7,0,100.0,drink,drink
144,sk0IM8koYo1o9-k_rpkmxQ,4.5,0,0,100.0,drink,drink
145,sz5SMsTOTAshdfsaK98-TA,4.0,9,0,100.0,drink,drink
146,tZnPqmwGcLjYeBdwyvhazg,4.0,5,0,100.0,drink,drink
147,thlyktt2c7v1DyOpSVSibw,4.0,35,0,100.0,drink,drink
148,tthy48ZIX_wfY8Dy0Dvg6w,4.5,13,0,100.0,drink,drink
149,vgDl4_ZjoLLIU2ZPL83GIg,4.0,0,0,100.0,drink,drink
150,vsrryxBR2Jykl71qa1H6SQ,4.0,4,0,100.0,drink,drink
151,w8AxfAjNq7wU5jHmpLSpNg,3.5,3,0,100.0,drink,drink
152,wK2IixmZUOEFGz1QZqR99Q,4.0,20,0,100.0,drink,drink
153,wMZAnrfwV-qHiV5zdTSrzw,4.0,23,1,95.83333333333331,drink,drink
154,x2ly0NsSTMmMpljpdIZdYA,4.5,77,4,95.06172839506172,drink,drink
155,xRapA2lG7mjJ6eOqHmxe-A,4.0,17,0,100.0,drink,drink
156,xTYLUPg8Xg-z3cYoPpcJqQ,4.5,3,0,100.0,drink,drink
157,yLqFm4epPkbkPpan9gmEjA,4.0,0,0,100.0,drink,drink
158,ySRkAFddd1tCUzRDjbECdg,4.0,1,0,100.0,drink,drink
159,ycbmvmBYk4w_ZmdrPL0tBQ,4.0,60,1,98.36065573770492,drink,drink
